Dep_reg_code,Arr_reg_code,Total
39,10,0
39,11,0.9
39,12,50.2
39,13,460.303
39,14,4.6
39,15,0.1
39,16,0.7
39,17,1.6
39,18,1
39,19,0
39,20,0.9
39,21,1.4
39,22,5.6
39,23,61.835
39,24,0
39,25,2.2
39,26,11
39,27,200.626
39,28,19.749
39,29,0
39,30,0.5
39,31,1.1
39,32,1.1
39,33,61
39,34,16.6
39,35,4.1
39,36,25
39,37,57.1
39,38,14.8
39,39,0
39,40,46.582
39,41,0.9
39,42,1
39,43,1.3
39,44,1.2
39,45,0
39,46,1.4
39,47,0
40,1,308.297
40,2,1.6
40,3,17.865
40,4,153.334
40,5,0.2
40,6,1.1
40,7,4.2
40,8,54.479
40,9,5.9
40,10,3.8
40,11,14.7
40,12,629.785
40,13,5220.7656
40,14,151.8
40,15,60.732
40,16,13.1
40,17,119.5
40,18,31.4
40,19,2.8
40,20,53.014
40,21,35.8
40,22,201.135
40,23,1147.481
40,24,6
40,25,56.6
40,26,499.2
40,27,3072.441
40,28,709.0079
40,29,8.5
40,30,16.7
40,31,22.6
40,32,47.662
40,33,440.5
40,34,1355.8
40,35,4550.5876
40,36,44.2546
40,37,80.9
40,38,112.4264
40,39,46.104
40,40,0
40,41,7427.6
40,42,1799.1373
40,43,2957.547
40,44,2230.3
40,45,316.8
40,46,1153.591
40,47,1004.083
41,1,0
41,2,0
41,3,0
41,4,0
41,5,0
41,6,0
41,7,0.1
41,8,0
41,9,0.4
41,10,0.1
41,11,1.1
41,12,64.066
41,13,220.542
41,14,5.3
41,15,0
41,16,0.7
41,17,1.8
41,18,1.6
41,19,0
41,20,0.8
41,21,2.5
41,22,6.2
41,23,19.8
41,24,0.9
41,25,4.2
41,26,22.7
41,27,70.7
41,28,25.6
41,29,0.5
41,30,1.2
41,31,1.3
41,32,1.7
41,33,14.8
41,34,41.2
41,35,18.4
41,36,1.1
41,37,4.5
41,38,1.2
41,39,0.9
41,40,7435.6
41,41,0
41,42,324.274
41,43,148.7
41,44,19.7
41,45,0.8
41,46,45.7
41,47,0
42,1,0
42,2,0.2
42,3,0.1
42,4,0
42,5,0
42,6,0
42,7,0
42,8,0.1
42,9,0.2
42,10,0
42,11,0.9
42,12,54.5
42,13,842.495
42,14,6.9
42,15,0.2
42,16,1.1
42,17,2
42,18,2.3
42,19,0
42,20,1.1
42,21,2.9
42,22,7.5
42,23,99.836
42,24,0.7
42,25,3.4
42,26,25.7
42,27,312.228
42,28,159.597
42,29,0.2
42,30,1.2
42,31,2
42,32,1.9
42,33,17.5
42,34,53.7
42,35,19.3
42,36,1.2
42,37,7.2
42,38,2.1
42,39,1
42,40,1748.2631
42,41,452.6239
42,42,0
42,43,236.1038
42,44,14
42,45,1.1
42,46,37.6
42,47,31.237
43,1,0
43,2,0
43,3,0.2
43,4,0.3
43,5,0
43,6,0.1
43,7,0.2
43,8,0.5
43,9,0.6
43,10,0.2
43,11,1.4
43,12,116.624
43,13,937.317
43,14,9.3
43,15,0.3
43,16,2.2
43,17,4
43,18,3.4
43,19,0.1
43,20,1.5
43,21,4.7
43,22,15.6
43,23,153.189
43,24,1.1
43,25,7.6
43,26,40.4
43,27,503.071
43,28,74.4
43,29,1.2
43,30,1.9
43,31,3
43,32,2.8
43,33,47.6
43,34,105.5
43,35,35.6
43,36,2.1
43,37,9.8
43,38,2.2
43,39,1.3
43,40,2912.075
43,41,148.7
43,42,258.1438
43,43,0
43,44,28.4
43,45,4.1
43,46,431.327
43,47,43.337
44,1,0
44,2,0
44,3,0
44,4,0.1
44,5,0
44,6,0
44,7,0.3
44,8,0.5
44,9,0.7
44,10,0.6
44,11,1.6
44,12,80.188
44,13,610.617
44,14,9.1
44,15,0.4
44,16,1.3
44,17,3.5
44,18,2.5
44,19,0
44,20,1.5
44,21,3.6
44,22,11.3
44,23,74.27
44,24,1.2
44,25,5.2
44,26,39.7
44,27,314.585
44,28,81.859
44,29,0.9
44,30,2.2
44,31,2.2
44,32,2.7
44,33,21.5
44,34,57.7
44,35,37.5818
44,36,1.3
44,37,6
44,38,176.2282
44,39,1.1
44,40,2201.9
44,41,19.4
44,42,13.6
44,43,30.1
44,44,0
44,45,63.2
44,46,21.8
44,47,0
45,1,0
45,2,0
45,3,0
45,4,0.1
45,5,0
45,6,0
45,7,0
45,8,0
45,9,0
45,10,0
45,11,0
45,12,69.775
45,13,677.886
45,14,0.4
45,15,0.1
45,16,0
45,17,0.2
45,18,0
45,19,0
45,20,0
45,21,0.1
45,22,1.2
45,23,76.744
45,24,0
45,25,0.1
45,26,2.3
45,27,347.57
45,28,34.133
45,29,0
45,30,0
45,31,0.2
45,32,0.1
45,33,4.3
45,34,6
45,35,3.4
45,36,0
45,37,0.9
45,38,0
45,39,0
45,40,315.8
45,41,0.9
45,42,1.1
45,43,2.9
45,44,62
45,45,0
45,46,201.9
45,47,40.065
46,1,0.6
46,2,0
46,3,0.1
46,4,0.1
46,5,0
46,6,0
46,7,0.1
46,8,0.1
46,9,0.2
46,10,0.2
46,11,0.8
46,12,112.1
46,13,1224.536
46,14,5.5
46,15,0.1
46,16,1.2
46,17,2.4
46,18,2.5
46,19,0
46,20,1.1
46,21,2.8
46,22,24.623
46,23,278.106
46,24,0.1
46,25,4.7
46,26,18.4
46,27,686.224
46,28,150.907
46,29,0.6
46,30,1.3
46,31,2.2
46,32,2.2
46,33,39.3
46,34,84
46,35,31.1
46,36,1.3
46,37,7.5
46,38,8.107
46,39,1.5
46,40,1146.116
46,41,45.8
46,42,38.2
46,43,433.747
46,44,21.7
46,45,195.5
46,46,0
46,47,159.4551
47,1,48.424
47,2,0
47,3,0
47,4,66.077
47,5,0
47,6,0
47,7,0
47,8,46.49
47,9,0
47,10,0
47,11,0
47,12,418.293
47,13,3356.74
47,14,0
47,15,17.724
47,16,0
47,17,38.145
47,18,0
47,19,0
47,20,0
47,21,0
47,22,43.283
47,23,680.47
47,24,0
47,25,0
47,26,0
47,27,1348.482
47,28,292.24
47,29,0
47,30,0
47,31,0
47,32,0
47,33,45.54
47,34,64.229
47,35,33.106
47,36,0
47,37,56.944
47,38,39.019
47,39,0
47,40,1001.342
47,41,0
47,42,31.331
47,43,44.507
47,44,0
47,45,41.616
47,46,159.6967
47,47,0
